UF,COD. UF,COD. MUNIC,NOME DO MUNICÍPIO,POPULAÇÃO ESTIMADA
PB,25,07804,Junco do Seridó,"7,054"
PB,25,07903,Juripiranga,"10,669"
PB,25,08000,Juru,"9,892"
PB,25,08109,Lagoa,"4,687"
PB,25,08208,Lagoa de Dentro,"7,619"
PB,25,08307,Lagoa Seca,"27,247"
PB,25,08406,Lastro,"2,765"
PB,25,08505,Livramento,"7,355"
PB,25,08554,Logradouro,"4,254"
PB,25,08604,Lucena,"12,804"
PB,25,08703,Mãe d'Água,"4,026"
PB,25,08802,Malta,"5,672"
PB,25,08901,Mamanguape,"44,369"
PB,25,09008,Manaíra,"11,066"
PB,25,09057,Marcação,"8,361"
PB,25,09107,Mari,"21,755"
PB,25,09156,Marizópolis,"6,522"
PB,25,09206,Massaranduba,"13,654"
PB,25,09305,Mataraca,"8,219"
PB,25,09339,Matinhas,"4,497"
PB,25,09370,Mato Grosso,"2,869"
PB,25,09396,Maturéia,"6,441"
PB,25,09404,Mogeiro,"13,317"
PB,25,09503,Montadas,"5,528"
PB,25,09602,Monte Horebe,"4,759"
PB,25,09701,Monteiro,"32,774"
PB,25,09800,Mulungu,"9,840"
PB,25,09909,Natuba,"10,450"
PB,25,10006,Nazarezinho,"7,318"
PB,25,10105,Nova Floresta,"10,650"
PB,25,10204,Nova Olinda,"5,999"
PB,25,10303,Nova Palmeira,"4,784"
PB,25,10402,Olho d'Água,"6,646"
PB,25,10501,Olivedos,"3,880"
PB,25,10600,Ouro Velho,"3,023"
PB,25,10659,Parari,"1,795"
PB,25,10709,Passagem,"2,383"
PB,25,10808,Patos,"106,314"
PB,25,10907,Paulista,"12,216"
PB,25,11004,Pedra Branca,"3,796"
PB,25,11103,Pedra Lavrada,"7,982"
PB,25,11202,Pedras de Fogo,"28,286"
PB,25,12721,Pedro Régis,"6,034"
PB,25,11301,Piancó,"15,985"
PB,25,11400,Picuí,"18,670"
PB,25,11509,Pilar,"11,786"
PB,25,11608,Pilões,"6,728"
PB,25,11707,Pilõezinhos,"5,118"
PB,25,11806,Pirpirituba,"10,555"
PB,25,11905,Pitimbu,"18,685"
PB,25,12002,Pocinhos,"18,272"
PB,25,12036,Poço Dantas,"3,778"
PB,25,12077,Poço de José de Moura,"4,245"
PB,25,12101,Pombal,"32,712"
PB,25,12200,Prata,"4,109"
PB,25,12309,Princesa Isabel,"22,995"
PB,25,12408,Puxinanã,"13,557"
PB,25,12507,Queimadas,"43,667"
PB,25,12606,Quixabá,"1,901"
PB,25,12705,Remígio,"19,149"
PB,25,12747,Riachão,"3,531"
PB,25,12754,Riachão do Bacamarte,"4,476"
PB,25,12762,Riachão do Poço,"4,442"
PB,25,12788,Riacho de Santo Antônio,"1,923"
PB,25,12804,Riacho dos Cavalos,"8,563"
PB,25,12903,Rio Tinto,"24,023"
PB,25,13000,Salgadinho,"3,871"
PB,25,13109,Salgado de São Félix,"12,144"
PB,25,13158,Santa Cecília,"6,583"
PB,25,13208,Santa Cruz,"6,579"
PB,25,13307,Santa Helena,"5,917"
PB,25,13356,Santa Inês,"3,594"
PB,25,13406,Santa Luzia,"15,278"
PB,25,13703,Santa Rita,"134,940"
PB,25,13802,Santa Teresinha,"4,592"
PB,25,13505,Santana de Mangueira,"5,223"
PB,25,13604,Santana dos Garrotes,"7,113"
PB,25,13851,Santo André,"2,541"
PB,25,13927,São Bentinho,"4,451"
PB,25,13901,São Bento,"33,464"
PB,25,13968,São Domingos de Pombal,"3,061"
PB,25,13943,São Domingos do Cariri,"2,563"
PB,25,13984,São Francisco,"3,375"
PB,25,14008,São João do Cariri,"4,323"
PB,25,00700,São João do Rio do Peixe,"17,929"
PB,25,14107,São João do Tigre,"4,432"
PB,25,14206,São José da Lagoa Tapada,"7,677"
PB,25,14305,São José de Caiana,"6,231"
PB,25,14404,São José de Espinharas,"4,684"
PB,25,14503,São José de Piranhas,"19,956"
PB,25,14552,São José de Princesa,"3,955"
PB,25,14602,São José do Bonfim,"3,492"
PB,25,14651,São José do Brejo do Cruz,"1,780"
PB,25,14701,São José do Sabugi,"4,124"
PB,25,14800,São José dos Cordeiros,"3,729"
PB,25,14453,São José dos Ramos,"5,870"
PB,25,14909,São Mamede,"7,756"
PB,25,15005,São Miguel de Taipu,"7,079"
PB,25,15104,São Sebastião de Lagoa de Roça,"11,677"
PB,25,15203,São Sebastião do Umbuzeiro,"3,440"
PB,25,15302,Sapé,"52,218"
PB,25,15401,Seridó,"10,900"
PB,25,15500,Serra Branca,"13,564"
PB,25,15609,Serra da Raiz,"3,154"
PB,25,15708,Serra Grande,"3,078"
PB,25,15807,Serra Redonda,"7,053"
PB,25,15906,Serraria,"6,153"
PB,25,15930,Sertãozinho,"4,892"
PB,25,15971,Sobrado,"7,712"
PB,25,16003,Solânea,"26,734"
PB,25,16102,Soledade,"14,714"
PB,25,16151,Sossêgo,"3,475"
PB,25,16201,Sousa,"68,822"
PB,25,16300,Sumé,"16,784"
PB,25,16409,Tacima,"10,822"
PB,25,16508,Taperoá,"15,376"
PB,25,16607,Tavares,"14,568"
PB,25,16706,Teixeira,"14,974"
PB,25,16755,Tenório,"3,011"
PB,25,16805,Triunfo,"9,447"
PB,25,16904,Uiraúna,"15,228"
PB,25,17001,Umbuzeiro,"9,889"
PB,25,17100,Várzea,"2,747"
PB,25,17209,Vieirópolis,"5,295"
PB,25,05501,Vista Serrana,"3,744"
PB,25,17407,Zabelê,"2,208"
PE,26,00054,Abreu e Lima,"98,602"
PE,26,00104,Afogados da Ingazeira,"36,709"
PE,26,00203,Afrânio,"19,031"
PE,26,00302,Agrestina,"24,256"
PE,26,00401,Água Preta,"35,698"
PE,26,00500,Águas Belas,"42,566"
PE,26,00609,Alagoinha,"14,341"
PE,26,00708,Aliança,"38,255"
PE,26,00807,Altinho,"22,876"
PE,26,00906,Amaraji,"22,643"
PE,26,01003,Angelim,"10,882"
PE,26,01052,Araçoiaba,"19,816"
PE,26,01102,Araripina,"82,800"
PE,26,01201,Arcoverde,"72,625"
PE,26,01300,Barra de Guabiraba,"13,953"
PE,26,01409,Barreiros,"42,220"
PE,26,01508,Belém de Maria,"11,888"
PE,26,01607,Belém de São Francisco,"20,675"
PE,26,01706,Belo Jardim,"75,462"
PE,26,01805,Betânia,"12,539"
PE,26,01904,Bezerros,"60,386"
PE,26,02001,Bodocó,"37,317"
PE,26,02100,Bom Conselho,"47,760"
PE,26,02209,Bom Jardim,"38,924"
PE,26,02308,Bonito,"38,094"
PE,26,02407,Brejão,"8,989"
PE,26,02506,Brejinho,"7,464"
PE,26,02605,Brejo da Madre de Deus,"49,092"
PE,26,02704,Buenos Aires,"13,012"
PE,26,02803,Buíque,"56,523"
PE,26,02902,Cabo de Santo Agostinho,"200,546"
PE,26,03009,Cabrobó,"33,247"
PE,26,03108,Cachoeirinha,"19,951"
PE,26,03207,Caetés,"28,145"
PE,26,03306,Calçado,"11,136"
PE,26,03405,Calumbi,"5,745"
PE,26,03454,Camaragibe,"154,054"
PE,26,03504,Camocim de São Félix,"18,292"
PE,26,03603,Camutanga,"8,450"
PE,26,03702,Canhotinho,"24,837"
PE,26,03801,Capoeiras,"19,997"
PE,26,03900,Carnaíba,"19,318"
PE,26,03926,Carnaubeira da Penha,"12,603"
PE,26,04007,Carpina,"81,054"
PE,26,04106,Caruaru,"347,088"
PE,26,04155,Casinhas,"14,219"
PE,26,04205,Catende,"41,369"
PE,26,04304,Cedro,"11,515"
PE,26,04403,Chã de Alegria,"13,206"
PE,26,04502,Chã Grande,"21,274"
PE,26,04601,Condado,"25,823"
PE,26,04700,Correntes,"17,968"
PE,26,04809,Cortês,"12,602"
PE,26,04908,Cumaru,"13,132"
PE,26,05004,Cupira,"23,841"
PE,26,05103,Custódia,"36,184"
PE,26,05152,Dormentes,"18,321"
PE,26,05202,Escada,"67,381"
PE,26,05301,Exu,"31,928"
PE,26,05400,Feira Nova,"21,710"
PE,26,05459,Fernando de Noronha,"2,930"
PE,26,05509,Ferreiros,"11,957"
PE,26,05608,Flores,"22,588"
PE,26,05707,Floresta,"31,809"
PE,26,05806,Frei Miguelinho,"15,137"
PE,26,05905,Gameleira,"30,132"
PE,26,06002,Garanhuns,"136,949"
PE,26,06101,Glória do Goitá,"30,220"
PE,26,06200,Goiana,"78,618"
PE,26,06309,Granito,"7,308"
PE,26,06408,Gravatá,"81,893"
PE,26,06507,Iati,"19,010"
PE,26,06606,Ibimirim,"28,604"
PE,26,06705,Ibirajuba,"7,725"
PE,26,06804,Igarassu,"112,463"
PE,26,06903,Iguaraci,"12,137"
PE,26,07604,Ilha de Itamaracá,"24,888"
PE,26,07000,Inajá,"21,932"
PE,26,07109,Ingazeira,"4,556"
PE,26,07208,Ipojuca,"91,341"
PE,26,07307,Ipubi,"29,721"
PE,26,07406,Itacuruba,"4,754"
PE,26,07505,Itaíba,"26,412"
PE,26,07653,Itambé,"36,278"
PE,26,07703,Itapetim,"13,780"
PE,26,07752,Itapissuma,"25,798"
PE,26,07802,Itaquitinga,"16,753"
PE,26,07901,Jaboatão dos Guararapes,"686,122"
PE,26,07950,Jaqueira,"11,664"
PE,26,08008,Jataúba,"16,858"
PE,26,08057,Jatobá,"14,587"
PE,26,08107,João Alfredo,"32,939"
PE,26,08206,Joaquim Nabuco,"16,021"
PE,26,08255,Jucati,"11,202"
PE,26,08305,Jupi,"14,525"
PE,26,08404,Jurema,"15,171"
PE,26,08453,Lagoa do Carro,"17,454"
PE,26,08503,Lagoa do Itaenga,"21,276"
PE,26,08602,Lagoa do Ouro,"12,865"
PE,26,08701,Lagoa dos Gatos,"16,161"
PE,26,08750,Lagoa Grande,"24,757"
PE,26,08800,Lajedo,"39,240"
PE,26,08909,Limoeiro,"56,269"
PE,26,09006,Macaparana,"25,011"
PE,26,09105,Machados,"15,313"
PE,26,09154,Manari,"20,302"
PE,26,09204,Maraial,"11,711"
PE,26,09303,Mirandiba,"15,098"
PE,26,14303,Moreilândia,"11,242"
PE,26,09402,Moreno,"61,016"
PE,26,09501,Nazaré da Mata,"32,064"
PE,26,09600,Olinda,"389,494"
PE,26,09709,Orobó,"23,663"
PE,26,09808,Orocó,"14,445"
PE,26,09907,Ouricuri,"67,676"
PE,26,10004,Palmares,"62,300"
PE,26,10103,Palmeirina,"7,969"
PE,26,10202,Panelas,"26,464"
PE,26,10301,Paranatama,"11,357"
PE,26,10400,Parnamirim,"21,193"
PE,26,10509,Passira,"28,982"
PE,26,10608,Paudalho,"55,028"
PE,26,10707,Paulista,"322,730"
PE,26,10806,Pedra,"22,401"
PE,26,10905,Pesqueira,"66,153"
PE,26,11002,Petrolândia,"35,342"
PE,26,11101,Petrolina,"331,951"
PE,26,11200,Poção,"11,265"
PE,26,11309,Pombos,"26,841"
PE,26,11408,Primavera,"14,509"
PE,26,11507,Quipapá,"25,536"
PE,26,11533,Quixaba,"6,823"
PE,26,11606,Recife,"1,617,183"
PE,26,11705,Riacho das Almas,"20,177"
PE,26,11804,Ribeirão,"46,659"
PE,26,11903,Rio Formoso,"23,181"
PE,26,12000,Sairé,"10,437"
PE,26,12109,Salgadinho,"10,423"
PE,26,12208,Salgueiro,"59,769"
PE,26,12307,Saloá,"15,742"
PE,26,12406,Sanharó,"25,047"
PE,26,12455,Santa Cruz,"14,857"
PE,26,12471,Santa Cruz da Baixa Verde,"12,375"
PE,26,12505,Santa Cruz do Capibaribe,"101,485"
PE,26,12554,Santa Filomena,"14,172"
PE,26,12604,Santa Maria da Boa Vista,"41,293"
PE,26,12703,Santa Maria do Cambucá,"13,826"
PE,26,12802,Santa Terezinha,"11,627"
PE,26,12901,São Benedito do Sul,"15,305"
PE,26,13008,São Bento do Una,"57,659"
PE,26,13107,São Caitano,"36,763"
PE,26,13206,São João,"22,403"
PE,26,13305,São Joaquim do Monte,"21,171"
PE,26,13404,São José da Coroa Grande,"20,335"
PE,26,13503,São José do Belmonte,"33,677"
PE,26,13602,São José do Egito,"33,365"
PE,26,13701,São Lourenço da Mata,"110,264"
PE,26,13800,São Vicente Ferrer,"17,763"
PE,26,13909,Serra Talhada,"84,352"
PE,26,14006,Serrita,"19,017"
PE,26,14105,Sertânia,"35,367"
PE,26,14204,Sirinhaém,"44,187"
PE,26,14402,Solidão,"5,949"
PE,26,14501,Surubim,"63,166"
PE,26,14600,Tabira,"27,958"
PE,26,14709,Tacaimbó,"12,891"
PE,26,14808,Tacaratu,"24,626"
PE,26,14857,Tamandaré,"22,591"
PE,26,15003,Taquaritinga do Norte,"27,592"
PE,26,15102,Terezinha,"7,057"
PE,26,15201,Terra Nova,"10,185"
PE,26,15300,Timbaúba,"53,581"
PE,26,15409,Toritama,"42,123"
PE,26,15508,Tracunhaém,"13,596"
PE,26,15607,Trindade,"29,519"
PE,26,15706,Triunfo,"15,250"
PE,26,15805,Tupanatinga,"26,454"
PE,26,15904,Tuparetama,"8,149"
PE,26,16001,Venturosa,"17,870"
PE,26,16100,Verdejante,"9,450"
PE,26,16183,Vertente do Lério,"7,746"
PE,26,16209,Vertentes,"19,976"
PE,26,16308,Vicência,"32,157"
PE,26,16407,Vitória de Santo Antão,"135,805"
PE,26,16506,Xexéu,"14,584"
AL,27,00102,Água Branca,"20,434"
AL,27,00201,Anadia,"17,847"
AL,27,00300,Arapiraca,"231,053"
AL,27,00409,Atalaia,"47,298"
AL,27,00508,Barra de Santo Antônio,"15,742"
AL,27,00607,Barra de São Miguel,"8,266"
AL,27,00706,Batalha,"18,496"
AL,27,00805,Belém,"4,585"
AL,27,00904,Belo Monte,"6,775"
AL,27,01001,Boca da Mata,"27,399"
AL,27,01100,Branquinha,"10,745"
AL,27,01209,Cacimbinhas,"10,818"
AL,27,01308,Cajueiro,"21,355"
AL,27,01357,Campestre,"6,978"
AL,27,01407,Campo Alegre,"56,430"
AL,27,01506,Campo Grande,"9,664"
AL,27,01605,Canapi,"17,976"
AL,27,01704,Capela,"17,507"
AL,27,01803,Carneiros,"8,969"
AL,27,01902,Chã Preta,"7,421"
AL,27,02009,Coité do Nóia,"10,992"
AL,27,02108,Colônia Leopoldina,"21,636"
AL,27,02207,Coqueiro Seco,"5,870"
AL,27,02306,Coruripe,"56,631"
AL,27,02355,Craíbas,"24,288"
AL,27,02405,Delmiro Gouveia,"51,997"
AL,27,02504,Dois Riachos,"11,224"
AL,27,02553,Estrela de Alagoas,"18,306"
AL,27,02603,Feira Grande,"22,432"
AL,27,02702,Feliz Deserto,"4,746"
AL,27,02801,Flexeiras,"12,917"
AL,27,02900,Girau do Ponciano,"40,519"
AL,27,03007,Ibateguara,"15,803"
AL,27,03106,Igaci,"26,041"
AL,27,03205,Igreja Nova,"24,575"
AL,27,03304,Inhapi,"18,621"
AL,27,03403,Jacaré dos Homens,"5,429"
AL,27,03502,Jacuípe,"7,162"
AL,27,03601,Japaratinga,"8,350"
AL,27,03700,Jaramataia,"5,695"
AL,27,03759,Jequiá da Praia,"11,869"
AL,27,03809,Joaquim Gomes,"24,061"
AL,27,03908,Jundiá,"4,269"
AL,27,04005,Junqueiro,"25,084"
AL,27,04104,Lagoa da Canoa,"18,343"
AL,27,04203,Limoeiro de Anadia,"28,621"
AL,27,04302,Maceió,"1,013,773"
AL,27,04401,Major Isidoro,"20,047"
AL,27,04906,Mar Vermelho,"3,622"
AL,27,04500,Maragogi,"32,171"
AL,27,04609,Maravilha,"9,770"
AL,27,04708,Marechal Deodoro,"51,132"
AL,27,04807,Maribondo,"13,665"
AL,27,05002,Mata Grande,"25,590"
AL,27,05101,Matriz de Camaragibe,"25,008"
AL,27,05200,Messias,"17,576"
AL,27,05309,Minador do Negrão,"5,425"
AL,27,05408,Monteirópolis,"7,241"
AL,27,05507,Murici,"28,335"
AL,27,05606,Novo Lino,"12,643"
AL,27,05705,Olho d'Água das Flores,"21,641"
AL,27,05804,Olho d'Água do Casado,"9,298"
AL,27,05903,Olho d'Água Grande,"5,178"
AL,27,06000,Olivença,"11,688"
AL,27,06109,Ouro Branco,"11,537"
AL,27,06208,Palestina,"5,004"
AL,27,06307,Palmeira dos Índios,"73,878"
AL,27,06406,Pão de Açúcar,"24,878"
AL,27,06422,Pariconha,"10,601"
AL,27,06448,Paripueira,"12,887"
AL,27,06505,Passo de Camaragibe,"15,419"
AL,27,06604,Paulo Jacinto,"7,682"
AL,27,06703,Penedo,"64,074"
AL,27,06802,Piaçabuçu,"18,011"
AL,27,06901,Pilar,"35,295"
AL,27,07008,Pindoba,"2,956"
AL,27,07107,Piranhas,"24,950"
AL,27,07206,Poço das Trincheiras,"14,493"
AL,27,07305,Porto Calvo,"27,288"
AL,27,07404,Porto de Pedras,"8,151"
AL,27,07503,Porto Real do Colégio,"20,205"
AL,27,07602,Quebrangulo,"11,592"
AL,27,07701,Rio Largo,"75,645"
AL,27,07800,Roteiro,"6,803"
AL,27,07909,Santa Luzia do Norte,"7,325"
AL,27,08006,Santana do Ipanema,"47,820"
AL,27,08105,Santana do Mundaú,"11,009"
AL,27,08204,São Brás,"7,034"
AL,27,08303,São José da Laje,"24,048"
AL,27,08402,São José da Tapera,"32,271"
AL,27,08501,São Luís do Quitunde,"34,623"
AL,27,08600,São Miguel dos Campos,"60,539"
AL,27,08709,São Miguel dos Milagres,"7,876"
AL,27,08808,São Sebastião,"34,211"
AL,27,08907,Satuba,"13,381"
AL,27,08956,Senador Rui Palmeira,"13,909"
AL,27,09004,Tanque d'Arca,"6,319"
AL,27,09103,Taquarana,"19,980"
AL,27,09152,Teotônio Vilela,"44,169"
AL,27,09202,Traipu,"27,798"
AL,27,09301,União dos Palmares,"66,017"
AL,27,09400,Viçosa,"26,212"
SE,28,00100,Amparo de São Francisco,"2,374"
SE,28,00209,Aquidabã,"21,312"
SE,28,00308,Aracaju,"632,744"
SE,28,00407,Arauá,"10,574"
SE,28,00506,Areia Branca,"18,164"
SE,28,00605,Barra dos Coqueiros,"28,677"
SE,28,00670,Boquim,"26,750"
SE,28,00704,Brejo Grande,"8,218"
SE,28,01009,Campo do Brito,"17,858"
SE,28,01108,Canhoba,"4,057"
SE,28,01207,Canindé de São Francisco,"28,279"
SE,28,01306,Capela,"33,374"
SE,28,01405,Carira,"21,484"
SE,28,01504,Carmópolis,"15,622"
SE,28,01603,Cedro de São João,"5,890"
SE,28,01702,Cristinápolis,"17,911"
SE,28,01900,Cumbe,"3,985"
SE,28,02007,Divina Pastora,"4,890"
SE,28,02106,Estância,"68,405"
SE,28,02205,Feira Nova,"5,573"
SE,28,02304,Frei Paulo,"15,047"
SE,28,02403,Gararu,"11,724"
SE,28,02502,General Maynard,"3,231"
SE,28,02601,Gracho Cardoso,"5,848"
SE,28,02700,Ilha das Flores,"8,597"
SE,28,02809,Indiaroba,"17,385"
SE,28,02908,Itabaiana,"93,572"
SE,28,03005,Itabaianinha,"41,404"
SE,28,03104,Itabi,"5,017"
SE,28,03203,Itaporanga d'Ajuda,"33,317"
SE,28,03302,Japaratuba,"18,288"
SE,28,03401,Japoatã,"13,245"
SE,28,03500,Lagarto,"102,257"
SE,28,03609,Laranjeiras,"29,130"
SE,28,03708,Macambira,"6,824"
SE,28,03807,Malhada dos Bois,"3,653"
SE,28,03906,Malhador,"12,598"
SE,28,04003,Maruim,"17,151"
SE,28,04102,Moita Bonita,"11,395"
SE,28,04201,Monte Alegre de Sergipe,"14,853"
SE,28,04300,Muribeca,"7,642"
SE,28,04409,Neópolis,"18,958"
SE,28,04458,Nossa Senhora Aparecida,"8,830"
SE,28,04508,Nossa Senhora da Glória,"35,726"
SE,28,04607,Nossa Senhora das Dores,"26,240"
SE,28,04706,Nossa Senhora de Lourdes,"6,494"
SE,28,04805,Nossa Senhora do Socorro,"177,344"
SE,28,04904,Pacatuba,"14,164"
SE,28,05000,Pedra Mole,"3,199"
SE,28,05109,Pedrinhas,"9,449"
SE,28,05208,Pinhão,"6,440"
SE,28,05307,Pirambu,"9,063"
SE,28,05406,Poço Redondo,"33,757"
SE,28,05505,Poço Verde,"23,416"
SE,28,05604,Porto da Folha,"28,492"
SE,28,05703,Propriá,"29,655"
SE,28,05802,Riachão do Dantas,"19,976"
SE,28,05901,Riachuelo,"10,033"
SE,28,06008,Ribeirópolis,"18,362"
SE,28,06107,Rosário do Catete,"10,364"
SE,28,06206,Salgado,"20,083"
SE,28,06305,Santa Luzia do Itanhy,"13,836"
SE,28,06503,Santa Rosa de Lima,"3,913"
SE,28,06404,Santana do São Francisco,"7,607"
SE,28,06602,Santo Amaro das Brotas,"12,025"
SE,28,06701,São Cristóvão,"86,979"
SE,28,06800,São Domingos,"10,971"
SE,28,06909,São Francisco,"3,847"
SE,28,07006,São Miguel do Aleixo,"3,902"
SE,28,07105,Simão Dias,"40,526"
SE,28,07204,Siriri,"8,677"
SE,28,07303,Telha,"3,170"
SE,28,07402,Tobias Barreto,"51,375"
SE,28,07501,Tomar do Geru,"13,200"
SE,28,07600,Umbaúba,"24,545"
BA,29,00108,Abaíra,"9,226"
BA,29,00207,Abaré,"19,574"
BA,29,00306,Acajutiba,"15,717"
BA,29,00355,Adustina,"17,153"
BA,29,00405,Água Fria,"17,043"
BA,29,00603,Aiquara,"4,767"
BA,29,00702,Alagoinhas,"154,495"
BA,29,00801,Alcobaça,"23,282"
BA,29,00900,Almadina,"6,145"
BA,29,01007,Amargosa,"37,807"
BA,29,01106,Amélia Rodrigues,"26,441"
BA,29,01155,América Dourada,"16,923"
BA,29,01205,Anagé,"20,096"
BA,29,01304,Andaraí,"13,723"
BA,29,01353,Andorinha,"14,791"
BA,29,01403,Angical,"14,724"
BA,29,01502,Anguera,"11,299"
BA,29,01601,Antas,"19,183"
BA,29,01700,Antônio Cardoso,"12,225"
BA,29,01809,Antônio Gonçalves,"12,187"
BA,29,01908,Aporá,"19,146"
BA,29,01957,Apuarema,"7,762"
BA,29,02054,Araças,"12,450"
BA,29,02005,Aracatu,"14,089"
BA,29,02104,Araci,"56,370"
BA,29,02203,Aramari,"11,314"
BA,29,02252,Arataca,"11,737"
BA,29,02302,Aratuípe,"9,127"
BA,29,02401,Aurelino Leal,"13,089"
BA,29,02500,Baianópolis,"14,195"
BA,29,02609,Baixa Grande,"21,197"
BA,29,02658,Banzaê,"13,711"
BA,29,02708,Barra,"54,188"
BA,29,02807,Barra da Estiva,"22,394"
BA,29,02906,Barra do Choça,"34,853"
BA,29,03003,Barra do Mendes,"14,526"
BA,29,03102,Barra do Rocha,"6,424"
BA,29,03201,Barreiras,"153,918"
BA,29,03235,Barro Alto,"15,377"
BA,29,03300,Barro Preto,"6,492"
BA,29,03276,Barrocas,"15,770"
BA,29,03409,Belmonte,"23,759"
BA,29,03508,Belo Campo,"18,383"
BA,29,03607,Biritinga,"15,799"
BA,29,03706,Boa Nova,"14,577"
BA,29,03805,Boa Vista do Tupim,"18,658"
BA,29,03904,Bom Jesus da Lapa,"69,526"
BA,29,03953,Bom Jesus da Serra,"10,554"
BA,29,04001,Boninal,"14,585"
BA,29,04050,Bonito,"16,873"
BA,29,04100,Boquira,"22,429"
BA,29,04209,Botuporã,"11,021"
BA,29,04308,Brejões,"15,214"
BA,29,04407,Brejolândia,"10,698"
BA,29,04506,Brotas de Macaúbas,"11,070"
BA,29,04605,Brumado,"69,255"
BA,29,04704,Buerarema,"19,283"
BA,29,04753,Buritirama,"21,549"
BA,29,04803,Caatiba,"10,166"
BA,29,04852,Cabaceiras do Paraguaçu,"18,978"
BA,29,04902,Cachoeira,"34,535"
BA,29,05008,Caculé,"23,545"
BA,29,05107,Caém,"10,143"
BA,29,05156,Caetanos,"15,982"
BA,29,05206,Caetité,"52,531"
BA,29,05305,Cafarnaum,"18,695"
BA,29,05404,Cairu,"17,730"
BA,29,05503,Caldeirão Grande,"13,641"
BA,29,05602,Camacan,"33,197"
BA,29,05701,Camaçari,"286,919"
BA,29,05800,Camamu,"36,435"
BA,29,05909,Campo Alegre de Lourdes,"29,938"
BA,29,06006,Campo Formoso,"72,271"
BA,29,06105,Canápolis,"10,142"
BA,29,06204,Canarana,"26,382"
BA,29,06303,Canavieiras,"33,268"
BA,29,06402,Candeal,"9,011"
BA,29,06501,Candeias,"88,806"
BA,29,06600,Candiba,"14,667"
BA,29,06709,Cândido Sales,"26,855"
BA,29,06808,Cansanção,"35,235"
BA,29,06824,Canudos,"17,177"
BA,29,06857,Capela do Alto Alegre,"12,118"
BA,29,06873,Capim Grosso,"29,346"
BA,29,06899,Caraíbas,"10,016"
BA,29,06907,Caravelas,"22,548"
BA,29,07004,Cardeal da Silva,"9,747"
BA,29,07103,Carinhanha,"29,955"
BA,29,07202,Casa Nova,"72,172"
BA,29,07301,Castro Alves,"27,286"
BA,29,07400,Catolândia,"3,672"
BA,29,07509,Catu,"55,719"
BA,29,07558,Caturama,"9,762"
BA,29,07608,Central,"18,140"
BA,29,07707,Chorrochó,"11,522"
BA,29,07806,Cícero Dantas,"34,478"
BA,29,07905,Cipó,"17,602"
BA,29,08002,Coaraci,"19,770"
BA,29,08101,Cocos,"19,396"
BA,29,08200,Conceição da Feira,"22,656"
BA,29,08309,Conceição do Almeida,"18,525"
BA,29,08408,Conceição do Coité,"68,146"
BA,29,08507,Conceição do Jacuípe,"33,354"
BA,29,08606,Conde,"26,194"
BA,29,08705,Condeúba,"18,269"
BA,29,08804,Contendas do Sincorá,"4,326"
BA,29,08903,Coração de Maria,"23,146"
BA,29,09000,Cordeiros,"8,834"
BA,29,09109,Coribe,"14,976"
BA,29,09208,Coronel João Sá,"17,098"
BA,29,09307,Correntina,"33,183"
BA,29,09406,Cotegipe,"14,403"
BA,29,09505,Cravolândia,"5,560"
BA,29,09604,Crisópolis,"21,617"
BA,29,09703,Cristópolis,"14,302"
BA,29,09802,Cruz das Almas,"64,197"
BA,29,09901,Curaçá,"35,208"
BA,29,10008,Dário Meira,"12,022"
BA,29,10057,Dias d'Ávila,"78,058"
BA,29,10107,Dom Basílio,"12,499"
BA,29,10206,Dom Macedo Costa,"4,153"
BA,29,10305,Elísio Medrado,"8,434"
BA,29,10404,Encruzilhada,"20,331"
BA,29,10503,Entre Rios,"43,006"
BA,29,00504,Érico Cardoso,"11,437"
BA,29,10602,Esplanada,"36,724"
BA,29,10701,Euclides da Cunha,"60,666"
BA,29,10727,Eunápolis,"113,191"
BA,29,10750,Fátima,"18,481"
BA,29,10776,Feira da Mata,"5,914"
BA,29,10800,Feira de Santana,"617,528"
BA,29,10859,Filadélfia,"17,583"
BA,29,10909,Firmino Alves,"5,786"
BA,29,11006,Floresta Azul,"11,313"
BA,29,11105,Formosa do Rio Preto,"25,372"
BA,29,11204,Gandu,"32,809"
BA,29,11253,Gavião,"4,712"
BA,29,11303,Gentio do Ouro,"11,423"
BA,29,11402,Glória,"16,072"
BA,29,11501,Gongogi,"8,082"
BA,29,11600,Governador Mangabeira,"21,267"
BA,29,11659,Guajeru,"8,805"
BA,29,11709,Guanambi,"85,797"
BA,29,11808,Guaratinga,"22,355"
BA,29,11857,Heliópolis,"13,762"
BA,29,11907,Iaçu,"26,178"
BA,29,12004,Ibiassucê,"10,502"
BA,29,12103,Ibicaraí,"24,029"
BA,29,12202,Ibicoara,"19,548"
BA,29,12301,Ibicuí,"16,696"
BA,29,12400,Ibipeba,"18,674"
BA,29,12509,Ibipitanga,"15,296"
BA,29,12608,Ibiquera,"5,158"
BA,29,12707,Ibirapitanga,"24,180"
BA,29,12806,Ibirapuã,"8,735"
BA,29,12905,Ibirataia,"17,947"
BA,29,13002,Ibitiara,"16,699"
BA,29,13101,Ibititá,"18,727"
BA,29,13200,Ibotirama,"27,655"
BA,29,13309,Ichu,"6,311"
BA,29,13408,Igaporã,"16,225"
BA,29,13457,Igrapiúna,"14,395"
BA,29,13507,Iguaí,"27,787"
BA,29,13606,Ilhéus,"180,213"
BA,29,13705,Inhambupe,"40,915"
